model,var_patient,var_residual,icc_model,aic,bic
lmm_depth,0.3789034559131847,0.5461888571679293,0.40958448206234493,,
lmm_extent,0.13888111298131736,0.4233050307255943,0.2470375951736747,,
lmm_composite,0.9486918180366065,1.637626405952957,0.3668117129736602,,
