shapiro_w,shapiro_p,normality_ok,re_shapiro_w,re_shapiro_p,re_normality_ok,n_random_groups,n_obs,n_outliers_2sd,resid_mean,resid_sd,resid_skew,resid_kurtosis,model_name
0.9746962433207073,9.71614991041846e-08,False,0.9666037475281641,0.41131987958623323,True,32,512,21,1.474514954580286e-16,0.6328579141092764,0.4506932377802795,-0.22178711165513354,lmm_extent
