shapiro_w,shapiro_p,normality_ok,re_shapiro_w,re_shapiro_p,re_normality_ok,n_random_groups,n_obs,n_outliers_2sd,resid_mean,resid_sd,resid_skew,resid_kurtosis,model_name
0.9876808931252391,0.0002577662485714065,False,0.9540765109718495,0.18796471050624192,True,32,512,16,-6.643990912991171e-16,1.2425073317620656,-0.014239323681421308,-0.5721425903356558,lmm_composite
