shapiro_w,shapiro_p,normality_ok,re_shapiro_w,re_shapiro_p,re_normality_ok,n_random_groups,n_obs,n_outliers_2sd,resid_mean,resid_sd,resid_skew,resid_kurtosis,model_name
0.9906298163169103,0.0024455823135876424,False,0.9153793505892471,0.015609596022978733,False,32,512,17,-5.672545766444159e-16,0.7172560210652035,0.04011288304263089,-0.16450518609142062,lmm_depth
